LexicalClass,EntryID,LemmaID,Iconicity(M),Iconicity(bin),SignFrequency(M),SignFrequency(bin),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),SignLength(bin),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1,Telic,TelicHow,repetition,telicity notes
Noun,channel,channel,3.484,medicon,2.933,medfreq,1.639,-0.857375752,30,0.00%,2.611,1.539,-1.081337151,18,0.00%,1,50.00%,50.00%,1.821,0.051,31,3.096,0,0,0,433.77,934.27,500.5,medshort,1768.44,OneHanded,Neutral,Neutral,imrp,5,None,839,25,6,388,349,345,455,108,180,89,,C,23,3,0,,,,
Noun,tie,tie,5.103,hiicon,2.143,lofreq,1.195,-1.078463966,21,0.00%,2.083,0.669,-1.076156943,12,0.00%,0,,,2.048,0.94,39,3.356,0,0,0,367.03,1201.2,834.17,medlong,1267.94,OneHanded,Body,TorsoTop,im,3,Curved,597,5,0,388,100,18,129,88,125,8,,A,13,1,1,,,,
Noun,basement,basement,3.167,medicon,2.867,medfreq,1.889,-0.883063081,30,0.00%,2.722,2.052,-1.06926711,18,0.00%,0,,,1.921,0.141,30,3.031,0,0,0,467.13,1134.47,667.33,medlong,1868.54,AsymmetricalDifferentHandshape,Hand,Other,thumb,1,Circular,656,8,2,178,216,74,54,487,111,44,,C,34,1,0,,,,
Noun,piano,piano,6.381,hiicon,2.16,lofreq,1.772,-0.949444511,25,0.00%,1.867,1.457,-1.063339932,15,0.00%,0,,,2.153,1.302,21,3.104,0,0,0,200.2,1668.34,1468.14,long,1901.9,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,A,29,3,0,,,,
Noun,witch,witch,2.762,medicon,1.739,lofreq,0.81,-1.258110256,23,8.00%,1.929,0.829,-1.055630066,14,6.67%,1,78.26%,71.43%,2.153,-0.338,21,3.15,0,0,0,400.4,1067.73,667.33,medlong,1501.5,OneHanded,Head,CheekNose,i,2,Curved,642,17,0,388,300,45,265,76,125,39,,C,53,1,0,,,,
Noun,iron,iron,5.657,hiicon,2.423,medfreq,1.301,-0.970634476,26,3.70%,2.267,1.1,-1.049839089,15,6.25%,0,,,2.025,1.334,35,2.962,0,0,0,467.13,1534.87,1067.73,long,2302.3,AsymmetricalDifferentHandshape,Hand,Palm,imrp,7,BackAndForth,739,28,9,178,216,91,455,82,354,72,,D,63,1,0,,,,
Noun,ear,ear,6.833,hiicon,2.704,medfreq,1.353,-0.79700962,27,0.00%,2.294,0.985,-1.046311351,17,0.00%,0,,,2.166,1.816,30,3.213,0,0,0,433.77,1234.57,800.8,medlong,1868.54,OneHanded,Head,Other,i,6,BackAndForth,760,35,2,388,300,74,265,74,354,42,,D,71,2,0,,,,
Noun,nephew,nephew,1.108,loicon,2.621,medfreq,1.72,-0.753485733,29,6.45%,2,1.317,-1.042838856,16,11.11%,1,93.10%,87.50%,2.048,-0.986,37,2.928,0,1,0,333.67,800.8,467.13,medshort,1368.04,OneHanded,Head,Other,im,4,None,600,14,1,388,300,74,129,52,180,5,,A,5,1,0,,,,
Noun,thanksgiving,thanksgiving,1.429,loicon,2.481,medfreq,1.477,-0.92236712,27,0.00%,2.313,1.25,-1.031593283,16,0.00%,1,100.00%,100.00%,2.025,-0.762,35,2.978,0,0,0,600.6,1935.27,1334.67,long,2702.7,OneHanded,Head,Mouth,im,1,BackAndForth,851,53,2,388,300,40,129,487,354,66,,D,47,1,0,,,,
Noun,museum,museum,2.065,loicon,2.517,medfreq,1.43,-1.088395441,29,3.33%,2.765,1.751,-1.016316207,17,5.56%,1,65.52%,52.94%,1.821,-0.67,31,2.975,0,1,0,367.03,934.27,567.23,medshort,1701.7,SymmetricalOrAlternating,Neutral,Neutral,imrp,4,Curved,709,21,3,332,349,345,455,52,125,30,,C,24,1,0,,,,
Noun,shame,shame,2.217,loicon,2.231,lofreq,0.992,-1.078658962,26,0.00%,2.313,0.873,-1.013946013,16,0.00%,0,,,2.009,-0.388,23,3.327,0,0,0,567.23,1167.84,600.6,medshort,1768.44,SymmetricalOrAlternating,Head,CheekNose,imrp,5,Curved,787,22,6,332,300,45,455,108,125,89,,D,8,3,0,,,,
Noun,kite,kite,4.633,hiicon,2.037,lofreq,1.531,-0.978415335,27,0.00%,1.923,1.32,-0.99983066,13,0.00%,0,,,2.074,0.731,30,2.072,0,0,0,333.67,1434.77,1101.1,long,1601.6,AsymmetricalDifferentHandshape,Neutral,Neutral,imrp,1,Other,889,7,4,178,349,345,455,487,46,192,,A,30,2,0,,,,
Noun,ego,ego,3.194,medicon,2.2,lofreq,1.436,-1.059753525,20,22.22%,2.273,1.421,-0.999205142,11,25.00%,1,55.00%,50.00%,1.821,-0.095,31,2.583,0,0,0,533.87,2035.37,1501.5,long,2969.64,OneHanded,Body,TorsoTop,p,1,Circular,744,4,0,388,100,18,41,487,111,38,,D,14,1,0,,,,
Noun,boots,boots,1.371,loicon,2.933,medfreq,1.413,-0.852930311,30,0.00%,2.778,1.353,-0.993735011,18,0.00%,1,80.00%,94.44%,2.075,-0.763,35,2.755,0,0,0,567.23,1368.04,800.8,medlong,2469.14,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,C,19,3,0,,,,
Noun,alphabet,alphabet,2.633,medicon,3.88,medfreq,1.856,-0.477302127,25,0.00%,3.071,1.685,-0.983978956,14,0.00%,0,,,2.045,-0.068,30,2.107,0,1,1,367.03,1001,633.97,medshort,1701.7,OneHanded,Neutral,Neutral,imrp,7,None,833,21,4,388,349,345,455,82,180,72,,B,24,2,0,,,,
Noun,scarf,scarf,5.905,hiicon,2.24,lofreq,1.451,-0.939626108,25,0.00%,2.067,1.335,-0.982639533,15,0.00%,0,,,2.153,1.08,21,2.38,0,0,0,300.3,1134.47,834.17,medlong,1434.77,AsymmetricalSameHandshape,Body,Neck,imrp,3,Other,581,0,0,78,100,11,455,88,46,34,,A,13,3,0,,,,
Noun,strawberry,strawberry,1.595,loicon,2.524,medfreq,1.632,-0.840225745,21,29.03%,2.167,1.267,-0.970293922,12,33.33%,0,,,2.048,-0.764,37,2.452,0,0,0,800.8,1568.24,767.43,medlong,2268.94,OneHanded,Head,Mouth,i,6,BackAndForth,760,35,2,388,300,40,265,74,111,42,,A,68,1,0,,,,
Noun,french,french,1.259,loicon,2.571,medfreq,1.425,-1.035247538,28,0.00%,2.813,1.167,-0.968608534,16,0.00%,0,,,2.025,-0.734,27,3.55,0,1,0,467.13,700.7,233.57,short,1468.14,OneHanded,Neutral,Neutral,i,6,None,770,18,2,388,349,345,265,74,180,42,,C,22,2,0,,,,
Noun,lawnmower,lawnmower,3.8,medicon,3.08,medfreq,1.656,-0.956265318,25,0.00%,3,1.797,-0.967423971,14,0.00%,1,36.00%,28.57%,1.948,0.486,30,1.398,0,0,0,300.3,834.17,533.87,medshort,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,B,64,3,0,,,,
Noun,king,king,2.067,loicon,3.067,medfreq,1.818,-0.802688269,30,0.00%,3,1.715,-0.951216159,18,0.00%,0,,,1.921,-0.431,30,3.819,0,1,0,533.87,1101.1,567.23,medshort,1868.54,OneHanded,Body,Clavicle,im,Stacked,Curved,557,3,0,388,100,41,129,13,125,13,,C,56,1,0,,,,
Noun,drawer,drawer,3.417,medicon,2.286,lofreq,1.793,-0.9736484,21,32.26%,2.231,1.833,-0.947410474,13,27.78%,0,,,2.048,0.137,36,2.822,0,0,0,700.7,1568.24,867.53,medlong,1968.64,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,BackAndForth,779,85,8,332,349,345,455,108,354,89,,A,82,1,0,,,,
Noun,metaphor,metaphor,1.586,loicon,2.167,lofreq,1.425,-1.244955813,18,33.33%,2.636,1.629,-0.940434481,11,35.29%,0,,,2.166,-0.632,29,2.299,0,0,0,633.97,1401.4,767.43,medlong,2268.94,AsymmetricalDifferentHandshape,Hand,Palm,i,2,Curved,545,11,1,178,216,91,265,76,125,39,,D,59,2,0,,,,
Noun,trophy,trophy,1.581,loicon,3,medfreq,1.697,-0.63063657,26,3.70%,2.471,1.505,-0.938938805,17,0.00%,0,,,2.166,-0.625,31,2.587,0,0,0,633.97,1568.24,934.27,medlong,2302.3,SymmetricalOrAlternating,Neutral,Neutral,p,1,BackAndForth,835,56,4,332,349,345,41,487,354,38,,D,86,2,0,,,,
Noun,priest,priest,2.391,medicon,2.538,medfreq,1.555,-0.922368894,26,0.00%,2.563,1.548,-0.937837045,16,0.00%,0,,,2.009,-0.321,23,3.126,0,0,0,600.6,1301.3,700.7,medlong,2102.1,OneHanded,Body,Neck,i,4,BackAndForth,759,11,1,388,100,11,265,52,354,16,,D,26,3,0,,,,
Noun,owl,owl,4.167,medicon,2.731,medfreq,1.614,-0.805596269,26,0.00%,2.5,1.751,-0.934371476,16,0.00%,0,,,2.025,0.581,36,2.458,0,1,0,633.97,1267.94,633.97,medshort,1868.54,SymmetricalOrAlternating,Head,Eye,imrp,6,BackAndForth,851,15,2,332,300,61,455,74,354,20,,D,87,1,0,,,,
Noun,frog,frog,2.25,loicon,2.731,medfreq,1.779,-0.802065649,26,0.00%,2.563,1.896,-0.925194134,16,0.00%,0,,,2.009,-0.35,24,2.781,0,0,0,633.97,1434.77,800.8,medlong,2135.47,OneHanded,Head,UnderChin,im,7,BackAndForth,745,12,0,388,300,7,129,82,354,4,,D,59,3,0,,,,
Noun,heart,heart,5.4,hiicon,3.48,medfreq,1.418,-0.706253253,25,0.00%,3.143,1.231,-0.922405163,14,0.00%,0,,,1.948,1.328,30,4.095,0,0,0,467.13,1067.73,600.6,medshort,1701.7,SymmetricalOrAlternating,Body,TorsoTop,m,3,Curved,493,3,0,332,100,18,30,88,125,23,,B,66,3,0,,,,
Noun,preacher,preacher,1.147,loicon,2.63,medfreq,1.445,-0.87131389,27,0.00%,2.563,1.548,-0.921965613,16,0.00%,0,,,2.025,-0.884,34,2.535,1,0,0,567.23,1468.14,900.9,medlong,2102.1,OneHanded,Neutral,Neutral,i,6,BackAndForth,840,26,7,388,349,345,265,74,354,42,,D,19,1,0,,,,
Noun,1_dollar,1_dollar,1.074,loicon,3.034,medfreq,1.5,-0.774768339,29,0.00%,2.944,1.474,-0.921592876,18,0.00%,0,,,2.025,-0.82,27,3.15,0,0,0,467.13,1101.1,633.97,medshort,1668.34,AsymmetricalDifferentHandshape,Hand,FingerBack,imrp,7,BackAndForth,739,28,9,178,216,21,455,82,354,72,,C,25,2,0,,,,
Noun,rollerskating,rollerskating,1.933,loicon,2.074,lofreq,1.385,-0.957927563,27,0.00%,2.077,1.441,-0.915810917,13,0.00%,0,,,2.074,-0.533,30,NA,0,0,0,600.6,1501.5,900.9,medlong,2168.84,SymmetricalOrAlternating,Neutral,Neutral,im,2,BackAndForth,719,21,4,332,349,345,129,76,354,19,,A,74,2,0,,,,
Noun,hockey,hockey,1.63,loicon,3,medfreq,1.472,-1.043107787,25,0.00%,3.143,1.406,-0.914525575,14,0.00%,0,,,2.016,-0.631,27,2.77,0,0,0,433.77,1134.47,700.7,medlong,1668.34,AsymmetricalDifferentHandshape,Hand,Palm,i,2,Circular,525,16,1,178,216,91,265,76,111,39,,B,35,1,0,,,,
Noun,mechanic_2,mechanic,5.27,hiicon,2.741,medfreq,1.318,-0.796291723,27,0.00%,2.563,1.094,-0.90182375,16,0.00%,1,37.04%,31.25%,2.025,1.111,37,2.413,1,0,0,433.77,1401.4,967.63,medlong,2168.84,AsymmetricalDifferentHandshape,Hand,Other,im,1,None,706,26,5,178,216,74,129,487,180,66,,D,66,1,0,,,,
Noun,penny,penny,1.162,loicon,2.808,medfreq,1.47,-0.718735691,26,0.00%,2.563,1.209,-0.900519475,16,0.00%,1,65.38%,68.75%,2.025,-0.884,37,3.093,0,0,0,667.33,934.27,266.93,short,1768.44,OneHanded,Head,Eye,i,3,Straight,679,18,0,388,300,61,265,88,177,17,,D,49,1,0,,,,
Noun,radio,radio,3.595,medicon,2.581,medfreq,1.728,-0.741363999,31,0.00%,2.222,1.665,-0.886328861,18,0.00%,0,,,2.048,0.217,37,3.595,0,0,0,333.67,1034.37,700.7,medlong,1668.34,OneHanded,Head,Other,imrp,5,None,783,33,7,388,300,74,455,108,180,89,,A,75,1,0,,,,
Noun,helmet,helmet,6.323,hiicon,2.36,medfreq,1.469,-1.034993571,25,7.41%,2.6,1.639,-0.885724278,15,11.76%,0,,,2.166,1.554,31,2.685,0,0,0,633.97,1534.87,900.9,medlong,2202.2,SymmetricalOrAlternating,Head,Other,imrp,5,Curved,787,22,6,332,300,74,455,108,125,89,,D,34,2,0,,,,
Noun,meat,meat,1.548,loicon,2.474,medfreq,1.954,-1.03230088,19,29.63%,2.636,2.248,-0.88545207,11,35.29%,0,,,2.166,-0.639,31,3.348,0,0,0,567.23,1534.87,967.63,medlong,2102.1,AsymmetricalDifferentHandshape,Hand,FingerRadial,imrp,4,None,698,14,1,178,216,33,455,52,180,30,,D,22,2,0,,,,
Noun,perfume,perfume,2.533,medicon,2.556,medfreq,1.311,-0.726605313,27,0.00%,2.231,1.301,-0.882094327,13,0.00%,0,,,2.074,-0.287,30,2.766,0,0,0,767.43,1468.14,700.7,medlong,1868.54,OneHanded,Body,Neck,p,1,Curved,747,6,0,388,100,11,41,487,125,38,,A,73,2,0,,,,
Noun,clock,clock,5.484,hiicon,2.704,medfreq,1.564,-0.804991624,27,0.00%,2.588,1.278,-0.879382314,17,0.00%,0,,,2.166,1.154,31,3.476,1,0,0,800.8,1768.44,967.63,medlong,2669.34,AsymmetricalDifferentHandshape,Hand,PalmBack,i,1,None,746,36,1,178,216,24,265,487,180,134,,D,76,2,0,,,,
Noun,arm,arm,6.514,hiicon,2.9,medfreq,1.494,-0.862331513,30,0.00%,3,1.534,-0.863281324,18,0.00%,0,,,2.075,1.734,35,3.523,0,0,0,533.87,1167.84,633.97,medshort,1835.17,OneHanded,Arm,Other,imrp,5,Other,729,3,0,388,27,74,455,108,46,89,,C,43,3,0,,,,
Noun,fraud,fraud,1.233,loicon,2.526,medfreq,1.577,-0.899658412,19,29.63%,2.545,1.572,-0.858972508,11,35.29%,0,,,2.166,-0.791,30,2.71,0,0,0,633.97,1234.57,600.6,medshort,1935.27,OneHanded,Body,Neck,i,1,BackAndForth,861,22,3,388,100,11,265,487,354,134,,D,70,2,0,,,,
Noun,squirrel,squirrel,2.917,medicon,2.8,medfreq,1.4,-0.914574631,30,0.00%,3.111,1.568,-0.858377148,18,0.00%,1,100.00%,100.00%,2.075,-0.024,36,2.447,0,0,0,633.97,1234.57,600.6,medshort,2202.2,AsymmetricalSameHandshape,Head,Chin,im,2,BackAndForth,679,2,2,78,300,63,129,76,354,19,,C,20,3,0,,,,
Noun,fire,fire,3.467,medicon,3.4,medfreq,1.803,-0.745537619,25,0.00%,3.143,1.748,-0.858199299,14,0.00%,0,,,1.948,0.292,30,4.041,0,0,0,367.03,1001,633.97,medshort,1801.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Circular,869,71,3,332,349,345,455,487,111,192,,B,90,3,0,,,,
Noun,dinosaur,dinosaur,3.564,medicon,2.333,lofreq,1.348,-0.874248132,30,3.23%,2.235,1.393,-0.857822889,17,5.56%,1,100.00%,100.00%,2.048,0.192,39,2.31,0,0,0,333.67,1267.94,934.27,medlong,1801.8,AsymmetricalDifferentHandshape,Neutral,Neutral,imrp,4,BackAndForth,823,9,3,178,349,345,455,52,354,30,,A,31,1,0,,,,
Noun,rabbit,rabbit,4.296,medicon,2.724,medfreq,1.791,-0.973270598,29,0.00%,3.056,1.697,-0.856846516,18,0.00%,0,,,2.025,0.749,27,3.029,0,0,0,533.87,934.27,400.4,medshort,1835.17,SymmetricalOrAlternating,Head,Eye,im,1,None,829,14,9,332,300,61,129,487,180,66,,C,24,2,0,,,,
Noun,bowling,bowling,2.6,medicon,2.346,medfreq,1.384,-0.864672339,26,3.70%,2.308,1.601,-0.856497928,13,0.00%,0,,,2.074,-0.259,30,2.737,0,0,0,300.3,1001,700.7,medlong,1267.94,OneHanded,Neutral,Neutral,imrp,5,BackAndForth,872,25,8,388,349,345,455,108,125,89,,A,3,2,0,,,,
Noun,fox,fox,2.095,loicon,2.64,medfreq,1.912,-0.686492661,25,0.00%,2.267,1.534,-0.853683915,15,0.00%,0,,,2.153,-0.676,21,3.043,0,1,0,433.77,1067.73,633.97,medshort,1267.94,OneHanded,Head,CheekNose,i,6,None,641,34,3,388,300,45,265,74,180,42,,A,41,3,0,,,,
Noun,benefit,benefit,1.645,loicon,3,medfreq,1.554,-0.744262603,30,0.00%,3,1.372,-0.849820746,18,0.00%,1,23.33%,22.22%,1.821,-0.957,31,2.865,0,0,0,800.8,1468.14,667.33,medlong,2202.2,OneHanded,Body,Clavicle,i,6,BackAndForth,760,14,1,388,100,41,265,74,354,42,,C,56,2,0,,,,
Noun,belt,belt,6.524,hiicon,2.13,lofreq,1.14,-1.031805043,23,8.00%,2.357,1.151,-0.835671491,14,6.67%,0,,,2.153,1.366,21,3.095,0,0,0,400.4,1101.1,700.7,medlong,1368.04,SymmetricalOrAlternating,Body,Hips,im,1,Curved,773,12,1,332,100,6,129,487,125,66,,A,36,3,0,,,,
Noun,jigsaw_puzzle,jigsaw_puzzle,1.741,loicon,3,medfreq,1.781,-0.843963909,30,0.00%,3.056,1.83,-0.832738357,18,0.00%,1,80.00%,83.33%,2.025,-0.482,27,1.613,0,0,0,433.77,1067.73,633.97,medshort,1735.07,SymmetricalOrAlternating,Neutral,Neutral,thumb,1,BackAndForth,834,50,4,332,349,345,54,487,354,44,,C,84,2,0,,,,
Noun,verb,verb,2.19,loicon,2.522,medfreq,1.62,-0.794136111,23,8.00%,2.4,1.549,-0.830763014,15,0.00%,0,,,2.153,-0.653,21,1.74,0,1,0,333.67,934.27,600.6,medshort,1368.04,OneHanded,Head,Chin,im,1,BackAndForth,851,53,2,388,300,63,129,487,354,66,,C,18,1,0,,,,
Noun,faucet,faucet,3.838,medicon,2.577,medfreq,1.474,-0.884329185,26,3.70%,2.667,1.496,-0.819770323,15,6.25%,1,88.46%,86.67%,2.025,0.386,37,1.869,0,0,0,600.6,1434.77,834.17,medlong,1835.17,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,BackAndForth,779,85,8,332,349,345,455,108,354,89,,D,65,1,0,,,,
Noun,tobacco,tobacco,1.767,loicon,2.37,medfreq,1.497,-0.794541583,27,0.00%,2.231,1.301,-0.812235542,13,0.00%,1,81.48%,92.31%,2.074,-0.654,30,2.553,0,0,0,333.67,1101.1,767.43,medlong,1568.24,OneHanded,Head,CheekNose,imrp,4,None,777,27,0,388,300,45,455,52,180,30,,A,49,2,0,,,,
Noun,lightning,lightning,4.867,hiicon,3.038,medfreq,1.509,-0.631676689,26,3.70%,2.765,1.393,-0.812064501,17,0.00%,0,,,2.166,0.888,30,2.859,0,0,0,500.5,1368.04,867.53,medlong,1901.9,OneHanded,Neutral,Neutral,i,1,BackAndForth,915,44,7,388,349,345,265,487,354,134,,D,69,2,0,,,,
Noun,turkey,turkey,1.967,loicon,2.5,medfreq,1.581,-0.773541778,26,3.70%,2.308,1.548,-0.808976955,13,0.00%,0,,,2.074,-0.537,30,3.062,0,0,0,667.33,1401.4,734.07,medlong,2302.3,OneHanded,Head,UnderChin,i,4,Other,612,8,0,388,300,7,265,52,46,16,,B,34,2,0,,,,
Noun,lobster,lobster,4.833,hiicon,2.923,medfreq,1.573,-0.681733419,26,0.00%,2.75,1.612,-0.808272836,16,0.00%,1,61.54%,62.50%,2.025,0.898,36,2.574,0,0,0,633.97,1434.77,800.8,medlong,2335.67,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,None,746,41,6,332,349,345,455,108,180,89,,D,72,1,0,,,,
Noun,dolphin,dolphin,5.952,hiicon,2.5,medfreq,1.142,-0.787431631,24,4.00%,2.357,1.277,-0.807413735,14,6.67%,0,,,2.153,1.094,21,2.152,0,0,0,700.7,2168.84,1468.14,long,2736.07,AsymmetricalDifferentHandshape,Arm,ForearmUlnar,im,Crossed,BackAndForth,534,0,0,178,27,12,129,13,354,9,,A,57,3,0,,,,
Noun,revenge,revenge,1.792,loicon,2.56,medfreq,1.294,-0.898770105,25,3.85%,2.667,1.175,-0.806560804,15,6.25%,1,100.00%,100.00%,2.009,-0.61,24,2.988,0,0,0,600.6,1434.77,834.17,medlong,2068.74,AsymmetricalDifferentHandshape,Head,Mouth,i,6,Curved,644,0,0,178,300,40,265,74,125,42,,D,88,3,0,,,,
Noun,paintbrush,paintbrush,4.1,medicon,2.963,medfreq,1.581,-0.48211867,27,0.00%,2.308,1.182,-0.800502715,13,0.00%,0,,,2.074,0.465,30,1.447,0,0,0,333.67,1368.04,1034.37,long,1434.77,AsymmetricalDifferentHandshape,Hand,Palm,im,1,BackAndForth,781,40,11,178,216,91,129,487,354,66,,A,79,2,0,,,,
Noun,gorilla,gorilla,6.8,hiicon,2.593,medfreq,1.394,-0.680976766,27,0.00%,2.308,1.251,-0.800064584,13,0.00%,0,,,2.074,1.819,30,2.453,0,0,0,367.03,1067.73,700.7,medlong,1334.67,SymmetricalOrAlternating,Body,Clavicle,imrp,7,BackAndForth,742,25,6,332,100,41,455,82,354,72,,A,44,2,0,,,,
Noun,tennis,tennis,5,hiicon,2.387,medfreq,1.564,-0.844923458,31,0.00%,2.389,1.614,-0.796935537,18,0.00%,1,87.10%,83.33%,2.048,0.882,38,2.843,0,0,0,300.3,1201.2,900.9,medlong,1468.14,OneHanded,Neutral,Neutral,i,7,Other,761,2,1,388,349,345,265,82,46,6,,A,53,1,0,,,,
Noun,sunset,sunset,4.3,medicon,3.44,medfreq,1.356,-0.767510666,25,0.00%,3.357,1.499,-0.790678249,14,0.00%,0,,,2.045,0.721,30,2.722,0,0,0,500.5,1034.37,533.87,medshort,1768.44,AsymmetricalSameHandshape,Neutral,Neutral,imrp,5,Curved,695,6,4,78,349,345,455,108,125,89,,B,87,2,0,,,,
Noun,leaf,leaf,1.419,loicon,2.68,medfreq,1.406,-0.840798417,25,7.41%,2.8,1.082,-0.787937577,15,11.76%,0,,,2.166,-0.695,31,2.425,0,0,0,533.87,1101.1,567.23,medshort,1835.17,OneHanded,Neutral,Neutral,i,1,Straight,881,37,10,388,349,345,265,487,125,134,,D,83,2,0,,,,
Noun,binoculars,binoculars,6.952,hiicon,2.375,medfreq,1.498,-0.800861841,24,4.00%,2.4,1.502,-0.782766301,15,0.00%,0,,,2.153,1.594,21,1.909,0,0,0,400.4,1368.04,967.63,medlong,2102.1,SymmetricalOrAlternating,Head,Eye,imrp,5,None,798,28,7,332,300,61,455,108,180,89,,A,74,3,0,,,,
Noun,measure,measure,1.889,loicon,3.179,medfreq,1.389,-0.69127612,28,0.00%,3.125,1.147,-0.781479823,16,0.00%,0,,,2.025,-0.414,27,3.238,0,0,0,467.13,900.9,433.77,medshort,1468.14,AsymmetricalSameHandshape,Hand,FingerTip,p,1,None,669,6,1,78,216,15,41,487,180,38,,C,37,2,0,,,,
Noun,cake,cake,2,loicon,3.296,medfreq,1.409,-0.454696835,27,0.00%,2.688,1.078,-0.775671836,16,0.00%,0,,,2.025,-0.485,36,3.362,0,0,0,667.33,1501.5,834.17,medlong,2335.67,AsymmetricalDifferentHandshape,Hand,Palm,imrp,5,Straight,677,16,2,178,216,91,455,108,177,89,,D,33,1,0,,,,
Noun,mascara,mascara,5.667,hiicon,2.769,medfreq,1.681,-0.733980657,26,3.70%,2.75,1.949,-0.774952128,16,0.00%,1,88.46%,87.50%,2.025,1.342,36,1.813,0,0,0,600.6,1668.34,1067.73,long,2135.47,OneHanded,Head,Eye,i,1,None,801,86,22,388,300,61,265,487,180,134,,D,71,1,0,,,,
Noun,duck,duck,4.5,medicon,3.37,medfreq,1.621,-0.453958449,27,0.00%,2.875,1.5,-0.767517636,16,0.00%,1,100.00%,100.00%,2.025,0.743,36,3.102,0,0,0,567.23,1334.67,767.43,medlong,1901.9,OneHanded,Head,Mouth,im,4,None,600,14,1,388,300,40,129,52,180,5,,D,79,1,0,,,,
Noun,furniture,furniture,1,loicon,3.261,medfreq,1.789,-0.678053352,23,16.67%,3.308,2.057,-0.764370007,13,16.67%,0,,,2.025,-0.854,27,2.89,0,1,0,433.77,834.17,400.4,medshort,1434.77,OneHanded,Neutral,Neutral,i,6,BackAndForth,840,26,7,388,349,345,265,74,354,42,,C,59,2,0,,,,
Noun,magic,magic,3.652,medicon,2.538,medfreq,1.14,-0.880953522,26,0.00%,2.75,0.931,-0.757173759,16,0.00%,0,,,2.009,0.292,23,3.429,0,0,0,433.77,1468.14,1034.37,long,2102.1,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,None,746,41,6,332,349,345,455,108,180,89,,D,18,3,0,,,,
Noun,monkey,monkey,6.487,hiicon,2.619,medfreq,1.936,-0.776734757,21,0.00%,2.583,1.832,-0.753230371,12,0.00%,0,,,2.048,1.668,39,3.233,0,0,0,400.4,1134.47,734.07,medlong,1301.3,SymmetricalOrAlternating,Body,Other,imrp,5,None,716,14,0,332,100,74,455,108,180,89,,A,16,1,1,,,,
Noun,drill,drill,4.419,medicon,2.808,medfreq,1.789,-0.735413613,26,3.70%,2.824,1.667,-0.751112314,17,0.00%,0,,,2.166,0.668,31,2.846,0,0,0,533.87,1234.57,700.7,medlong,1801.8,AsymmetricalDifferentHandshape,Hand,Other,i,1,Straight,756,36,10,178,216,74,265,487,177,134,,D,44,2,0,,,,
Noun,freeway,freeway,1.667,loicon,3.84,medfreq,1.675,-0.490947529,25,0.00%,3.429,1.453,-0.749695147,14,0.00%,0,,,1.948,-0.576,30,2.452,0,0,0,667.33,1234.57,567.23,medshort,2035.37,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,B,1,3,0,,,,
Noun,plunger,plunger,5.75,hiicon,2.727,medfreq,2.074,-0.731931668,22,29.03%,2.615,1.981,-0.735746795,13,27.78%,0,,,2.048,1.24,36,1.69,0,0,0,367.03,1301.3,934.27,medlong,1534.87,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,A,87,1,0,,,,
Noun,giraffe,giraffe,4.762,hiicon,2.636,medfreq,1.432,-0.748940691,22,12.00%,2.538,1.613,-0.727395361,13,13.33%,0,,,2.153,0.586,21,1.887,0,0,0,467.13,1034.37,567.23,medshort,1201.2,AsymmetricalSameHandshape,Body,Neck,imrp,5,Straight,627,5,4,78,100,11,455,108,177,89,,A,49,3,0,,,,
Noun,zipper,zipper,6.394,hiicon,3.148,medfreq,1.61,-0.556203152,27,0.00%,2.875,1.31,-0.725565683,16,0.00%,0,,,2.025,1.737,33,2.161,0,0,0,633.97,1668.34,1034.37,long,2202.2,AsymmetricalSameHandshape,Body,TorsoBottom,imrp,7,BackAndForth,689,9,6,78,100,18,455,82,354,72,,D,36,3,0,,,,
